title,address,latitude,longitude,description,price_pcm,date_added,agent,agent_tel,image_src,src
3 bedroom apartment,"Chalton Street, Kings Cross, London",51.52982,-0.1296,"Ideal for Students at Central London Universities. David Astburys are pleased to present this delightful two/three double bedroom apartment set in popular mansion block in the Heart of Kings Cross and Euston. The property benefits include wooden floors throughout, modern fully fitted eat-in kitc...","£1,734 pcm",Reduced on 28/10/2020,"David Astburys Ltd, London",020 8012 7391,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176261/81463567/176261_102708021221_IMG_13_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-81463567.html
2 bedroom apartment,"Chalton Street, Kings Cross, London",51.52982,-0.1296,"Ideal for Students at Central London Universities. David Astburys are pleased to present this delightful two/three double bedroom apartment set in popular mansion block in the Heart of Kings Cross and Euston. The property benefits include wooden floors throughout, modern fully fitted eat-in kitc...","£1,734 pcm",Added on 28/10/2020,"David Astburys Ltd, London",020 8012 7391,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176261/86183128/176261_102708022556_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86183128.html
1 bedroom house,"Warren Mews, London, W1T",51.52309,-0.1417,"A brand newly refurbished, one bedroom house located in this quiet residential mews in Fitzrovia. Available unfurnished/furnished. GARAGE NOT INCLUDED.","£1,733 pcm",Reduced on 28/10/2020,"Robert Irving & Burns, London",020 8012 1114,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75301/84843430/75301_RIB200140_L_IMG_08_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-84843430.html
1 bedroom flat,"Rashleigh House, London, WC1H",51.52678,-0.124943,"CONVERTIBLE TO 2 BEDROOMS. 49sq. M. Internal Area. AVAILABLE From 6 September 2020. (Remote viewing /recording available on request). A fully renovated, professionally cleaned and refurbished to a... ** Property Reference: 871822 **","£1,647 pcm",Reduced on 28/10/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/83638075/96668_78264813052020_IMG_03_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-83638075.html
3 bedroom flat,"Levita House, Chalton Street, London, NW1",51.52986,-0.12947,"We are delighted to bring you this delightful two/three double bedroom apartment set in popular mansion block. Benefits include wooden floors throughout, modern fully fitted eat-in kitchen, large reception room which is currently being used as 3rd bedroom, modern well equipped bathroom with separ...","£1,733 pcm",Reduced on 27/10/2020,"London Residential, Camden - Lettings",020 3858 2738,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/161k/160841/74539065/160841_CAM091188_L_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74539065.html
2 bedroom apartment,"Dunrobin Court, 391 Finchley Road",51.552022,-0.186359,"Yes, huge is best! Massive 1 bedroom apartment in a mansion block with a lovely porter and lift. This apartment offers a large eat-in kitchen, high ceilings and lot of storage space. Rent includes block heating and hot water. Located few minutes walk to Finchley Rd Metropolitan and Jubilee...","£1,625 pcm",Added on 27/10/2020,"London Habitat, West Hampstead",020 3858 3192,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96380/74700813/96380_RL2582_IMG_10_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74700813.html
2 bedroom flat,"Fordwych Road, West Hampstead, London, NW2",51.549944,-0.205612,ZERO DEPOSIT AVAILABLE. LONG LET. This spacious 2 bedroom ground floor flat features access to well-kept communal gardens and generous proportions throughout. Featuring a good-sized reception room with semi open plan kitchen.,"£1,747 pcm",Reduced on 27/10/2020,"Foxtons, West Hampstead",020 3858 3229,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/138k/137372/98784725/137372_1150987_IMG_03_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98784725.html
3 bedroom flat,"Phoenix Road, Kings Cross, NW1",51.53192,-0.13182,"SN-Estates presents this 2/3 bedroom well-proportioned residence within only 4 minutes of walking distance to Kings Cross Station and 3 minutes to Euston Square. Featuring one double room, one big single room, and a reception area that can be converted into an extra bedroom. You also ...","£1,733 pcm",Added on 27/10/2020,"SN Estates London, London",020 8012 5434,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/210k/209642/86338621/209642_02112020-L9_IMG_01_0000_max_476x317.JPG,https://www.rightmove.co.uk/property-to-rent/property-86338621.html
2 bedroom maisonette,"Leighton Road, London, NW5",51.550917,-0.134217,"*Video tour available. A spacious maisonette set over the ground and lower ground floors of a period conversion, comprising two double bedrooms, a good size reception room, bathroom and a fully fitted separate kitchen with direct access to the patio. ","£1,733 pcm",Reduced on 27/10/2020,"Chestertons Estate Agents , Kentish Town Lettings",020 8012 3897,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46013/97356002/46013_KGL180061_L_IMG_02_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-97356002.html
3 bedroom flat,"Cromer Street, London, WC1H",51.52834,-0.1213,"A THREE bedroom ground floor flat, basting a shower room with WC, an additional WC, fitted kitchen, balcony, neutral decor, double glazing and GCH. The apartment is centrally located within close proximity to the amenities and transport links of Kings Cross and Russell Square, making it ideal for ac","£1,603 pcm",Reduced on 27/10/2020,"Oakford Estates, London",020 8012 2880,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/61k/60611/98486642/60611_OKF1001361_IMG_00_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98486642.html
3 bedroom flat,"Cromer Street, London, WC1H",51.52721,-0.12394,"A spacious THREE bedroom lateral apartment, which is situated on the ground floor of a well maintained purpose built building in the heart of Bloomsbury which provides easy access to the transport links and amenities of Kings Cross and Russell Square. The flat boast a separate lounge, fitted kitchen","£1,603 pcm",Reduced on 27/10/2020,"Oakford Estates, London",020 8012 2880,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/61k/60611/98486045/60611_OKF1000125_IMG_00_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98486045.html
1 bedroom apartment,"Mill Lane, West Hampstead, NW6",51.550929,-0.205782,"An exceptional one bedroom apartment located on the first floor of a premier residential purpose built block in West Hampstead. The property boasts numerous contemporary design features including a bright open plan kitchen/reception room with a stunning private balcony, generously sized principal...","£1,668 pcm",Reduced on 27/10/2020,"Goldschmidt & Howland, West Hampstead - Lettings",020 8012 2521,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73971/71979544/73971_2477065_IMG_09_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-71979544.html
4 bedroom flat,"Calgarth, Ampthill Square, NW1",51.5321,-0.13729,"Marble Property are proud to bring to market this wonderful 4-bedroom property available to rent in Calgarth, NW1.","£1,600 pcm",Reduced on 27/10/2020,"Marble Property, London - Lettings",020 8012 7504,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/179k/178412/86164876/178412_822_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86164876.html
3 bedroom flat,"Prince Of Wales Road, Kentish Town, London",51.545641,-0.153879,Extremely large and bright 2 double bedroom property - Can be utilised as a 3 bedroom - Situated over the top two floors in imposing period conversion - Private Entrance - Large reception room - High ceilings throughout - Fitted kitchen with all modern appliances - 3 ...,"£1,755 pcm",Reduced yesterday,"Parkheath , Belsize Park",020 8012 1886,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/73k/72719/98996525/72719_30134354_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98996525.html
3 bedroom flat,"Ampthill Square, Camden",51.5321,-0.13729,"A three bedroom split level apartment with large kitchen and balcony available to rent in the heart of Camden, NW1","£1,600 pcm",Reduced on 27/10/2020,"Marble Property, London - Lettings",020 8012 7504,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/179k/178412/86164837/178412_825_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86164837.html
1 bedroom flat,"Hatton Wall, Farringdon, EC1N",51.52146,-0.109306,Tafaders are proud to present this large one-bedroom apartment situated on Hatton Wall. The property is set on the third floor and compromises of a large reception with an open plan kitchen and boasts new and contemporary furnishings with a modern bathroom suite with built in storage. Benefiting ...,"£1,625 pcm",Added on 27/10/2020,"Tafaders, London",020 7404 0039,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/206k/205619/99040643/205619_TAFD_000759_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99040643.html
1 bedroom flat,"Shaftesbury Avenue, West End, WC2H",51.516783,-0.12607,"A newly refurbished one bedroom apartment in this new development on the ever popular Shaftesbury Avenue in the heart of the West End. This delightful property has been fully refurbished to a very high standard and comprises a reception with open plan fully fitted kitchen, bedroom with built in w...","£1,603 pcm",Reduced on 27/10/2020,"Tafaders, London",020 7404 0039,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/206k/205619/82216208/205619_TAFD_001629_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-82216208.html
3 bedroom flat,Camden High Street,51.53492,-0.13934,"A three bedroom flat situated seconds from Mornington Crescent Tube. The property is undergoing a refurbishment and has neutral decor, modern bathroom and kitchen, large open plan kitchen lounge, wood floors and ample storage space.","£1,729 pcm",Reduced on 27/10/2020,"Black Katz, Camden",020 8012 3496,,https://www.rightmove.co.uk/property-to-rent/property-98477774.html
2 bedroom flat,"Ariel Road, West Hampstead, NW6",51.547209,-0.198421,"The current residents love the beautiful communal entrance area and stairs, as it gives a homely feeling as soon as you enter the building. A two bedroom, two bathroom, second and top floor duplex apartment located on this quiet street. The apartment is ideal for working from home, as being on tw...","£1,733 pcm",Added on 27/10/2020,"Paramount , London - Lettings",020 8012 2251,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/63k/62636/86160067/62636_WST120538_L_IMG_11_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86160067.html
2 bedroom flat,"Levita House,Chalton Street, Euston, NW1",51.529068,-0.128597,Beautiful TWO BEDROOM PLUS LOUNGE flat on the third floor with LIFT. The property is newly refurbished and is available fully furnished. It is within walking distance from Euston and King's Cross St Pancras underground station. Available NOW,"£1,650 pcm",Reduced on 27/10/2020,"Up My Street, Camden",020 8012 4719,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113275/85719874/113275_RL3866_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85719874.html
1 bedroom apartment,"Oakshott Court, Polygon Road, London, NW1",51.531054,-0.132748,"Offered to the market fully furnished, is this bright one double bedroom purpose-built maisonette with a private patio. Available to let immediately, this well-proportioned property comprises of a generous open-plan living / dining room with views and access leading onto the patio; semi open plan...","£1,798 pcm",Reduced on 27/10/2020,"NEILSON & BAUER LTD, Islington",020 8012 6153,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/227k/226418/99032543/226418_ISL200042_L_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99032543.html
1 bedroom apartment,"King's Cross Road, London",51.52952,-0.11621," This stunning property is located on Kings Cross Road minutes from St Pancras Station the largest underground interchange giving you easy access to all parts of London. There are an abundance of local amenities on Kings Cross Road, with the added bonus of the night life on Upper Street and retai...","£1,650 pcm",Added on 27/10/2020,"Steven Oates, Hertford - Lettings",01992 847441,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151514/82127788/151514_101646001347_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-82127788.html
1 bedroom flat,"Finchley Road, Hampstead, London, NW3",51.553696,-0.18938,"We are delighted to bring to the market this modern 1 bedroom, ground floor apartment located within moments to all amenities of Hampstead, West Hampstead and Finchley Road. Available Now, this beautifully designed apartment benefits from wood floors, a fully fitted kitchen inc dishwasher, a ...","£1,733 pcm",Added on 27/10/2020,"Vita Properties, London",020 8012 7155,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92747/99029753/92747_9729135_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99029753.html
2 bedroom flat,"Dennington Park Road, West Hampstead",51.549603,-0.194374,A well presented and spacious two double bedroom apartment to let on the raised ground floor of this period conversion. Perfect for a professional couple or sharers.,"£1,625 pcm",Reduced on 27/10/2020,"Dexters, West Hampstead South",020 7644 9301,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/26k/25485/97025990/25485_29981932_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-97025990.html
1 bedroom flat,"Tamar House, 12 Tavistock Place, London, WC1H",51.524938,-0.12689,"A very well presented top floor one bedroom apartment spanning approx 600 sq ft. Set in a fantastic central Bloomsbury location between Tavistock Square and Marchmont Street. South facing, with large windows the property features a spacious lounge, double bedroom with built in storage, separate k...","£1,733 pcm",Added on 27/10/2020,"Stirling Ackroyd Lettings, West End",020 8012 5361,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77514/99027008/77514_YYY140925_L_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99027008.html
1 bedroom flat,"Flat 24, 24 St Pancras Way, Nw1 0ny, London (GB), NW1",51.53943,-0.13469,LONG LET Homely 1 Bed Canal Side Flat with Balcony. SHORT LET (1-6 mths) also available from £2250PCM,"£1,750 pcm",Reduced on 27/10/2020,"Houst, London",020 8012 7036,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/171k/170132/98472023/170132_11986_IMG_01_0000_max_476x317.png,https://www.rightmove.co.uk/property-to-rent/property-98472023.html
3 bedroom apartment,"Queens Crescent, NW5",51.549659,-0.15283,Well-presented 3 bedroom split level flat is located in the heart of Camden within walking distance to the tube & Local amenities.,"£1,733 pcm",Reduced on 27/10/2020,"Stelfort, London",020 7263 3555,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67576/96452435/67576_RL0173_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-96452435.html
1 bedroom apartment,"Drummond Street, NW1",51.526624,-0.137994,A very spacious and industrial themed apartment within this newly developed residential apartment block in London's Euston sub district of Camden. The Proximity Building was a developed in 2006 by Tiger Developments. A unique characteristic of the apartments within this development was characte...,"£1,712 pcm",Reduced on 26/10/2020,"Hurford Salvi Carr, West End",020 8012 6973,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/31k/30504/83315542/30504_WEL180088_L_IMG_11_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-83315542.html
1 bedroom apartment,"Eton Place, Eton College Road, London, NW3",51.544427,-0.154818,Charming one bedroom flat situated on the fourth floor of a purpose built block with a lift,"£1,603 pcm",Added on 26/10/2020,"Savills Lettings, Primrose Hill",020 3858 3503,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/158k/157394/99023630/157394_PHL200084_L_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99023630.html
1 bedroom apartment,"Talacre Road, Kentish Town, NW5",51.547963,-0.148961,"Welcome to Solar house, just opposite Talacre Gardens is a unique solar powered building which has been architecturally designed and has many unique features. As you walk into the communal area you are greeted by a beautiful courtyard, before entering into a fabulous, spacious, ground floor studi...","£1,733 pcm",Added on 26/10/2020,"Olivers Town, Kentish Town - Lettings",020 8012 8904,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54833/99023246/54833_28789_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99023246.html
1 bedroom flat,"Langland Gardens, Hampstead, London, NW3",51.553234,-0.184617,"A spacious 1 bedroom property with private terrace to rent in Hampstead NW3 This property has its own entrance on the ground floor and further benefits from a decked terrace. The apartment comprises 1 double bedroom with built-in storage, bathroom, kitchen and a reception room with wooden floors...","£1,625 pcm",Added on 26/10/2020,"Knight Frank - Lettings, Hampstead",020 8012 3311,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65884/86132875/65884_HAQ012000091_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86132875.html
2 bedroom apartment,"Langbourne Avenue, Highgate, N6",51.564443,-0.147215,** OPEN DAY SATURDAY 31st OCTOBER AT 9am By Appointment Only ** Available now is this extremely well presented and well-proportioned two double bedroom first floor purpose built period apartment set within the extremely desirable Holly Lodge Estate. This property offers: Gated development with u...,"£1,600 pcm",Reduced on 26/10/2020,"Purplebricks, covering London",0121 396 0254,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151079/74013102/151079_1063273-2_IMG_11_0000_max_476x317.png,https://www.rightmove.co.uk/property-to-rent/property-74013102.html
1 bedroom flat,"Arlington Road, Camden, NW1",51.53768,-0.14312,"A spacious and recently refurbished one bedroom apartment located on the first floor of this modern development in Camden Town. The property comprises a reception room with a fully fitted open-plan kitchen and dual aspect windows, spacious double bedroom with built in wardrobes, modern family bat...","£1,777 pcm",Reduced on 26/10/2020,"Goldschmidt & Howland, Camden - Lettings",020 8012 0317,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73938/72800940/73938_2414966_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-72800940.html
2 bedroom apartment,"Adelaide Road, Chalk Farm, London, NW3",51.543789,-0.153156,"A bright and recently refurbished apartment located a stones throw away from Chalk Farm Tube Station. The property comprises a good size reception room with contemporary open plan kitchen, two bedrooms, modern three piece bathroom suite and access onto a private roof terrace. Available immediatel...","£1,750 pcm",Reduced on 26/10/2020,"Stones Residential, Belsize Park",020 8012 8958,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/107k/106225/97608284/106225_BEP160245_L_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-97608284.html
2 bedroom flat,"Adelaide Road, Chalk Farm, London",51.543843,-0.153243,Impressive 2 bedroom apartment - Large terrace - Secure gated parking - 1st floor in purpose built development - Modern kitchen with integrated appliances - Master bedroom with fitted wardrobes - 2nd double bedroom - 3 piece bathroom - Moments to Chalk Farm underground station - C...,"£1,798 pcm",Reduced on 26/10/2020,"Parkheath , Belsize Park",020 8012 1886,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/73k/72719/97607792/72719_30032378_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-97607792.html
4 bedroom flat,"Fellows Road, Swiss Cottage",51.54365,-0.16812,*** STUDENTS ACCOMMODATION *** Alex Crown are delighted to present this 4 bedroom property with NO LOUNGE near Camden Town market.,"£1,650 pcm",Reduced on 26/10/2020,"Alex Crown Lettings & Estate Agents, London",020 8012 8975,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/103k/102122/97044356/102122_4860_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-97044356.html
2 bedroom flat,"Doughty Street, Bloomsbury, London, WC1N",51.522944,-0.116362,"A beautiful newly refurbished two double bedroom flat set on the top floor of a period building located on a highly desirable street in the heart of Bloomsbury. Featuring a large reception room with a skylight allowing for lots of natural light, two double bedrooms with ample storage, a newly ins...","£1,733 pcm",Reduced on 26/10/2020,"Stirling Ackroyd Lettings, West End",020 8012 5361,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77514/96023780/77514_XXX140768_L_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-96023780.html
2 bedroom ground floor flat,"Southampton Road, London, NW5",51.54994,-0.15633,Lovely 2 Bed Ground Floor Flat with Stunning Garden ,"£1,700 pcm",Added on 26/10/2020,"Jeffrey Smith and Co, Bethnal Green",020 3475 3996,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/228k/227339/98993498/227339_SouthamptonRd_IMG_00_0000_max_476x317.jpeg,https://www.rightmove.co.uk/property-to-rent/property-98993498.html
1 bedroom apartment,"Adelaide Road, Chalk Farm, NW3",51.543664,-0.156023,"This stunning one bedroom period garden conversion is superbly located just moments from Chalk Farm underground station and has a high spec finish, a large private garden and is spacious throughout with a large open plan reception room, stylish modern kitchen and bathroom.","£1,750 pcm",Reduced on 29/10/2020,"Charles Henry Peppiatt Ltd, Kentish Town",020 8175 5444,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78489/73744125/78489_2292_AGRN_IMG_01_0002_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-73744125.html
2 bedroom flat,"Buckland Crescent, Belsize Park, London",51.546497,-0.172376,"Virtual viewing available - Private patio - Wonderful 2 bedroom, 2 bathroom apartment - Impressive Victorian conversion - Wood floors throughout - Large reception with direct access to patio - Modern kitchen with all appliances - Master bedroom with fitted wardrobes and en suite bathro...","£1,777 pcm",Reduced on 26/10/2020,"Parkheath , Belsize Park",020 8012 1886,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/73k/72719/97507619/72719_28498361_IMG_08_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-97507619.html
2 bedroom flat,"Rashleigh House, Thanet Street, King's Cross, London, WC1H",51.52705,-0.12539,"This very well located one bedroom third floor flat set in a red brick block in the heart of Bloomsbury. This one bedroom flat can be converted into a two bedroom flat (the lounge can be used as the second bedroom) is fantastically located walking distance from Kings Cross, St. Pancra...","£1,680 pcm",Reduced on 26/10/2020,"RE/MAX Central, Westminster",020 8012 3001,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/46k/45920/73952946/45920_11757_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-73952946.html
1 bedroom apartment,"Belsize Road, London, NW6",51.53945,-0.18761,View our VIRTUAL TOURS and Socially distant viewings available now! Come and visit this luxury apartment which is located on the 3rd floor with beautiful views of Kilburn.,"£1,600 pcm",Added on 26/10/2020,"London Borough of Camden, Abbey Road Cross",07971 746089,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/216k/215531/98982941/215531_55_IMG_00_0000_max_476x317.jpeg,https://www.rightmove.co.uk/property-to-rent/property-98982941.html
2 bedroom flat,"Loxham Street, King's Cross, London, WC1H",51.52817,-0.12188,"Student and young professionals friendly, this very well located one bedroom ground floor flat has been converted into a two bedroom flat (no lounge) and comprises of 2 double bedrooms, kitchen, large corridor with the dining table as communal space and bathroom.","£1,635 pcm",Reduced on 26/10/2020,"RE/MAX Central, Westminster",020 8012 3001,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/46k/45920/72754047/45920_7061_IMG_01_0000_max_476x317.png,https://www.rightmove.co.uk/property-to-rent/property-72754047.html
1 bedroom flat,"Langland Gardens, Hampstead",51.553904,-0.184178,Recently refurbished apartment with own entrance and a small decked patio located just a short walk from Hampstead Village.,"£1,625 pcm",Added on 26/10/2020,"Henry & James (Estate Agents) Limited, London",020 8012 5502,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/225k/224558/86119216/224558_pl56129_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86119216.html
2 bedroom flat,"Fortess Road, Tufnell Park, London, NW5",51.55463,-0.14041,"A superb two-bedroom flat located on the ground floor of a beautiful semi-detached period conversion on Fortess Road in Tufnell Park. Ideally located close to numerous bars, shops, restaurants and a short walk to Tufnell Park and Kentish town station. ","£1,650 pcm",Reduced on 26/10/2020,"Elderton & Co, London",020 8012 6156,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/148k/147650/98425658/147650_fort_IMG_00_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98425658.html
1 bedroom flat,"Arkwright Road, Hampstead, NW3",51.552965,-0.178149,"One bedroom property to rent in Hampstead NW3 One bedroom flat to rent on the first floor of this converted red-brick Victorian house in Hampstead NW3. The property comprises 1 double bedroom, bathroom, reception room and kitchen. Well located just a 5 minute walk to the shops and restaurants of...","£1,712 pcm",Added on 26/10/2020,"Knight Frank - Lettings, Hampstead",020 8012 3311,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65884/98990948/65884_HAQ012068068_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98990948.html
2 bedroom flat,"Arlington Road, Camden Town, London, NW1",51.535967,-0.141815,"ZERO DEPOSIT AVAILABLE. LONG LET. A bright 2 bedroom flat in a purpose-built block which has been recently refurbished and offers bright, neutral interiors throughout.","£1,669 pcm",Reduced on 24/10/2020,"Foxtons, Camden",020 8012 6726,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/65k/64127/73760769/64127_1148508_IMG_02_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-73760769.html
2 bedroom apartment,"Centre Heights, 137 Finchley Road, London, NW3",51.544064,-0.175726,A fantastic two bedroom apartment with private balcony.,"£1,798 pcm",Added on 24/10/2020,"Savills Lettings, Hampstead",020 8012 3137,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49006/98911283/49006_CLI209644_L_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98911283.html
2 bedroom flat,"Monmouth House, London, NW5",51.54873,-0.142196,"A bright SW facing centrally located 2 bedroom flat in Kentish Town. 3 minutes from Kentish Town tube station, 7 minutes from Kentish Town overground station and 15 minute walk to Hampstead Heath... ** Property Reference: 902762 **","£1,600 pcm",Reduced on 24/10/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/85416472/96668_90276218092020_IMG_02_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85416472.html
1 bedroom flat,"Judd Street, Bloomsbury",51.527909,-0.124821,"Newly refurbished one bedroom in a sought after Bloomsbury mansion block. Close proximity to Kings Cross St Pancras national and international station, within five minutes to The Brunswick Centre and nearby to the iconic The British Library and The British Museum.","£1,625 pcm",Added on 23/10/2020,"Greater London Properties, Bloomsbury",020 3858 2408,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/154k/153329/74588934/153329_10001083_GLON_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74588934.html
2 bedroom flat,"Hampstead, London, NW3",51.54667,-0.157347,"2 Bed Flat, Hampstead, NW3. This 2 bedroom, 1 bathroom flat is available to move in from 05 November 2020. The rent is £1,668.33 per month (£385.00 per week). Property comes furnished Deposit... ** Property Reference: 911231 **","£1,668 pcm",Reduced on 23/10/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/86052325/96668_91123128092020_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86052325.html
2 bedroom apartment,"Walker House Phoenix Road,  Euston, NW1",51.53192,-0.13182,"TWO DOUBLE BEDROOM FLAT IN A SECURE GATED DEVELOPMENT within a short walk to London King Cross, St Pancras, and Euston.","£1,647 pcm",Reduced on 23/10/2020,"Victorstone Property Consultants , NW1",020 8012 1137,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75061/98480720/75061_105323_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98480720.html
1 bedroom apartment,"Fitzroy Road, Primrose Hill, NW1",51.53966,-0.15487,A charming one bedroom apartment for rental on the first floor of a period conversion situated moments from Primrose Hill Park and amenities. EPC Rating: C,"£1,733 pcm",Added on 23/10/2020,"John D Wood & Co. Lettings, Primrose Hill",020 8012 2448,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/4k/3723/98877476/3723_000093485_IMG_01_0000_max_476x317.JPG,https://www.rightmove.co.uk/property-to-rent/property-98877476.html
